,train_loss,validate_loss,validate_accuracy
0,0.925885283944943,3.0039668876841055,9.15
1,0.4393015649789279,0.4554536460859136,88.87
2,0.3874583385888814,0.37070699059471623,90.35
3,0.3664168553696212,0.3454845876353338,91.17
4,0.35468553021165716,0.33230106345708427,91.38
5,0.3473153692946676,0.32413587672398386,91.59
6,0.3420849043493244,0.3197774430821011,91.74
7,0.3376955702761834,0.31408088108508875,92.09
8,0.3345250990376715,0.3099817687086313,92.22
9,0.3317637768856317,0.30925335212638094,92.31
10,0.3289619547559947,0.30579626082656564,92.26
11,0.32694436132357396,0.30280425827032625,92.4
12,0.32485508689067866,0.3036143703947903,92.24
13,0.32290800409058795,0.29998384684181106,92.4
14,0.32123687816386753,0.2990007534931866,92.54
15,0.3194372151816899,0.29775141803783634,92.63
16,0.3179472142676703,0.2962110075884319,92.69
17,0.3168733676962161,0.2948272802131398,92.63
18,0.31561314277894287,0.2931630794335461,92.67
19,0.31407180431857584,0.29242809775339396,92.74
20,0.3128926676073402,0.2909178450528999,92.69
21,0.3114846270522618,0.29045068171849714,92.87
22,0.3107950560739962,0.28898654534020474,92.82
23,0.3098114989770136,0.28786960774957154,92.82
24,0.30858960064894936,0.2875572469390078,92.73
25,0.30737944401079836,0.2863444549217473,92.73
26,0.3066313764895538,0.2858007868252148,93.0
27,0.30547417129594373,0.28507352307824496,92.86
28,0.30435439407063136,0.2840028935912366,92.93
29,0.3039171230871461,0.283155526428938,92.9
30,0.3027834205486306,0.28339857615262243,93.01
31,0.30200972996993763,0.28343689974603753,92.93
32,0.30140650233448896,0.2812450182783562,92.99
33,0.3004634574410708,0.280445393555362,93.1
34,0.29941505389796097,0.2793212811248178,93.1
35,0.29897706575692923,0.2810570209332928,92.98
36,0.29824643690504543,0.2803172374406273,92.99
37,0.2972481682789774,0.27775935967580895,93.14
38,0.29678589807236344,0.2769843361929452,93.19
39,0.2959249386227329,0.27660557625654236,93.22
40,0.295579092945522,0.2771294949402633,93.22
41,0.29475968946931097,0.2757212134595111,93.2
42,0.29427304086031925,0.27605602303366494,93.22
43,0.2938642080580708,0.2753525117125838,93.32
44,0.2931310886869039,0.27609637675551474,93.17
45,0.2924971943653842,0.27367934659598653,93.27
46,0.2922968629021485,0.2732179273717331,93.31
47,0.29179812650023307,0.272285256204976,93.35
48,0.29133825739927943,0.27240505181846747,93.28
49,0.29063480260382607,0.2711612139281982,93.39
50,0.290584901233888,0.27184767056676656,93.4
51,0.29021330839360143,0.2711485347268366,93.33
52,0.28952911867534037,0.27126788539148183,93.39
53,0.2890551701475274,0.27050685176384665,93.37
54,0.288828258739343,0.2703652296236936,93.39
55,0.2881425776579377,0.269258357022557,93.4
56,0.28800481139431505,0.27047316292250845,93.5
57,0.28766374104646186,0.2695761085397542,93.48
58,0.28717356609512734,0.26950955573907565,93.48
59,0.2873015602264309,0.26864462410172524,93.5
60,0.2867439224039207,0.26784245834706205,93.6
61,0.28627192770715393,0.2675222788452704,93.44
62,0.28647058412135085,0.26782735814542274,93.5
63,0.2859630994120873,0.26771810601916957,93.59
64,0.2855415087081624,0.26695306105840144,93.47
65,0.2854671225762357,0.2674438768947205,93.47
66,0.285202398689896,0.2668464453039913,93.49
67,0.284920341956492,0.26610291736735064,93.7
68,0.2848480133837831,0.2674203751276787,93.51
69,0.2845703099290641,0.26585383510517624,93.65
70,0.2841204157383751,0.26659751778076957,93.45
71,0.2841455256116962,0.26607881616833967,93.63
72,0.2838035992712017,0.26738132002610593,93.63
73,0.2836572739395196,0.2653737575487289,93.62
74,0.2834138298667327,0.26502290619211966,93.65
75,0.2832845447314016,0.26566582441534803,93.5
76,0.28310925225340083,0.26493120791165975,93.63
77,0.28296044263587855,0.26381751387496544,93.75
78,0.282824016626125,0.2639975201027722,93.7
79,0.2824187878744154,0.263629013372552,93.77
