,train_loss,validate_loss,validate_accuracy
0,0.643565047358413,2.603630847465855,4.95
1,0.33906981757080257,0.3344151975385218,90.63
2,0.3072210786135901,0.28971258579262454,91.69
3,0.2893035184920021,0.2743757123267074,92.24
4,0.2763898985460541,0.2640487034832677,92.49
5,0.2661587460574985,0.2560285332318799,92.79
6,0.256076653357131,0.2535870343685246,92.83
7,0.24694297382439379,0.24611575518495893,92.9
8,0.2382946373190607,0.23578461495038672,93.2
9,0.23042505514746595,0.22728741885446926,93.64
10,0.2238797252589858,0.2238703367181963,93.69
11,0.21688086088767083,0.21791014410097123,93.85
12,0.21155371454172808,0.21215668481725217,94.15
13,0.20628377048028695,0.21217926673337442,94.3
14,0.20119446150285214,0.206728816296335,94.14
15,0.19685935347353203,0.198760960614203,94.49
16,0.19297795125888548,0.19487037764431173,94.6
17,0.18935554444559194,0.19226735140252255,94.58
18,0.18499622480169794,0.19021058216360023,94.59
19,0.18145503708573812,0.19415171229096317,94.44
20,0.17821090809177287,0.18613284173545597,94.71
21,0.1751402018775561,0.18520198830621676,94.82
22,0.17225519014403903,0.18231628981353723,94.9
23,0.1690575585588092,0.17959723952995804,94.94
24,0.16665497885179786,0.18294162912679576,94.7
25,0.16380022817497278,0.17991296587042443,94.87
26,0.16137192422558833,0.1738746780791375,95.05
27,0.1594070932166466,0.17468459248769844,95.01
28,0.1572322136988887,0.17098283413036486,95.2
29,0.15556140181636366,0.17888492095553649,94.81
30,0.15372128033266155,0.16917203659891197,95.14
31,0.1519484429999416,0.16968361619909728,95.14
32,0.15005978558505323,0.1701486784878738,95.19
33,0.148611588514125,0.17015964156268926,95.27
34,0.1470579570219988,0.16816244875362213,95.32
35,0.1458886203180004,0.1675170599305028,95.41
36,0.14424004096493,0.1664442340615532,95.22
37,0.1428882958137019,0.1642485556419085,95.45
38,0.14138229700896382,0.16715334382926436,95.29
39,0.14078798643465168,0.16708555172873368,95.26
40,0.13889563593718943,0.1621693380733541,95.39
41,0.13801436809666273,0.16820591273265603,95.28
42,0.13708631864245915,0.16425769248721195,95.28
43,0.1353159312840501,0.17129505505197595,95.18
44,0.1344120730316496,0.16944603236964437,95.28
45,0.13337859273825148,0.16668556723091113,95.39
46,0.13244868689257636,0.16654038074384686,95.34
47,0.13133283282489022,0.16205895171980514,95.4
48,0.12991065008053151,0.1636334638109314,95.42
49,0.12922093723472822,0.16325104274506735,95.53
50,0.12859971575666967,0.16491901500479672,95.31
51,0.12715875998230242,0.16529038820117012,95.41
52,0.12661144430610685,0.16602351164028262,95.35
53,0.1253570106490651,0.16543369972697922,95.41
54,0.12478832759295014,0.16112043510115787,95.55
55,0.12384906717471736,0.16482847598130979,95.31
56,0.12260640598563123,0.1670191729809754,95.42
57,0.12189829967239305,0.16322232290895725,95.39
58,0.12101184652547532,0.16378711445676705,95.37
59,0.12028094243669339,0.16040149264868456,95.52
60,0.1197918518668806,0.16199764180521084,95.48
61,0.11857862170619146,0.1644043645084227,95.3
62,0.11778505649162699,0.1613609331960441,95.54
63,0.11712140027007815,0.15893643243649086,95.66
64,0.1168134103247723,0.16271687028373394,95.42
65,0.11618998514544066,0.16489873095941993,95.19
66,0.11507826218635278,0.16245325882902512,95.57
67,0.11434980739675107,0.16508660479586032,95.42
68,0.11396646865908738,0.16209558205681873,95.45
69,0.11360937956793019,0.1599863079094661,95.57
70,0.11221748617769053,0.16038797766133633,95.55
71,0.11189827375608744,0.15961373764293849,95.44
72,0.1110990908398077,0.16463854390960017,95.47
73,0.11106086844358445,0.1598551107352601,95.55
74,0.11029054040345818,0.16372559058434338,95.41
75,0.10971116838693619,0.16172708757460846,95.42
76,0.10901974055666144,0.1590405930591715,95.62
77,0.10848586155571975,0.16597092899345367,95.39
78,0.10802667496479351,0.16251870205979022,95.6
79,0.10742646818171395,0.15959418625808894,95.62
