,train_loss,validate_loss,validate_accuracy
0,0.9186797962477797,2.85740957014705,10.52
1,0.4842293984478666,0.49509409637170376,88.58
2,0.4406460245163935,0.4178851216913001,90.34
3,0.42612004338709203,0.39778211915332196,90.57
4,0.41882180082383713,0.38829305705632583,90.97
5,0.4140809883225242,0.3852921397731436,90.84
6,0.411617071428125,0.38264794220937326,91.27
7,0.4084053326517195,0.37896891405447314,91.44
8,0.40589643391592356,0.377266844325786,91.28
9,0.4040439089376888,0.3786129235112944,91.24
10,0.40238844016675257,0.3735472945860325,91.42
11,0.40040833304046974,0.37145924303190747,91.5
12,0.3985971230452452,0.36992999222232936,91.59
13,0.3971233163441192,0.3692998795318504,91.62
14,0.39561291823654154,0.36768561346478085,91.61
15,0.39393520740735294,0.3656200410515667,91.68
16,0.39339774731093036,0.3654478559060492,91.81
17,0.3913677925254183,0.36284329823263944,91.73
18,0.39118925938251486,0.3653604596205174,91.65
19,0.3896623696207771,0.36320029636711376,91.87
20,0.38900111619338584,0.36158272261916513,91.99
21,0.38848098622581473,0.36072395019559833,91.9
22,0.387517801742388,0.3599410771346394,91.82
23,0.38669588256105986,0.3586700800911649,91.97
24,0.3863979955941398,0.35835449826126603,91.74
25,0.38583586789953844,0.35775785829436996,91.9
26,0.38527168066763806,0.35960460653192433,91.94
27,0.3850344253656631,0.357763365192797,92.0
28,0.38437622473504574,0.35696251891099223,91.99
29,0.3842936216247874,0.356290113720854,91.93
30,0.3842318782742921,0.35708259365942685,92.03
31,0.38349707790754417,0.35580217818745125,91.98
32,0.38345784972946517,0.3571752313154844,91.92
33,0.382874342365008,0.3553243080312278,92.05
34,0.3829856026127179,0.3555143699917899,92.01
35,0.38309281554173524,0.3556927867974406,92.01
36,0.38251665172242977,0.3567133214235366,92.01
37,0.38241407253188137,0.35395176155570013,92.15
38,0.38239998748470194,0.35398142954596107,92.08
39,0.3819896691635903,0.35414831525486384,92.11
40,0.3820347196360733,0.3539762470169266,92.08
41,0.3819995691312541,0.35438549775154704,92.1
42,0.38181211141567983,0.35402211356431285,91.97
43,0.3815153808840591,0.35359126393877305,92.07
44,0.38142855830806277,0.35328980563285123,92.07
45,0.38103853727744935,0.35346549573206115,92.19
46,0.3818381980794971,0.35369924469909486,92.09
47,0.3812160013038827,0.3531805671989909,92.08
48,0.3811978428025845,0.35374711705879663,92.25
49,0.3811714118513716,0.3522697735246433,92.19
50,0.38093368795716515,0.3516802557563367,92.02
51,0.38052831564895706,0.3514831900227516,92.05
52,0.38065613972746337,0.353518592873391,92.21
53,0.38054629981655447,0.353650905832119,92.2
54,0.3807082950123183,0.35285222064456306,92.07
55,0.38041407017570716,0.3526062566776632,92.25
56,0.38027216100008326,0.351823852983993,92.17
57,0.3801595264972725,0.3507014037898221,92.19
58,0.3803174027923959,0.35181876504514875,92.2
59,0.37987082716806203,0.3510585691826393,92.36
60,0.37995319546460715,0.352839816999702,92.17
61,0.37959358687051026,0.3509187157962537,92.17
62,0.37939598092688,0.35195402936049913,92.11
63,0.37972743635188955,0.3523711766926809,92.14
64,0.3796393880173405,0.3507995042982844,92.16
65,0.3794768671735229,0.3503721843531507,92.1
66,0.3796623593780625,0.3505328773717566,92.27
67,0.37918880053873166,0.35068732635185706,92.23
68,0.37894200848705795,0.35101623693637973,92.02
69,0.3788473186705237,0.35054262146134635,92.29
70,0.3794593076285598,0.3506951970558169,92.21
71,0.37908950475813946,0.3511805156228882,92.28
72,0.37912367234003336,0.3512996642305448,92.09
73,0.3785033816102041,0.3501896647024016,92.33
74,0.37887533330143125,0.3509104240998464,92.14
75,0.37896074553843173,0.35033440389346293,92.13
76,0.37893693142681745,0.34989008224869644,92.34
77,0.3784207077582012,0.35061775879404056,92.25
78,0.37864283723850256,0.35092537522040573,92.23
79,0.37826099739486757,0.3502448073963054,92.26
