,train_loss,validate_loss,validate_accuracy
0,0.7557466431047488,3.6600219500738844,9.61
1,0.39066940112983783,0.3931948637033418,90.21
2,0.35995062459453364,0.3380106362763848,91.19
3,0.3489548050319435,0.32623150085285235,91.41
4,0.3429042999753092,0.3217913675379401,91.62
5,0.3379103838869067,0.3147770800008806,92.09
6,0.33478433312528266,0.3121966119655219,91.98
7,0.331717139481065,0.3054406160492262,92.46
8,0.3293720631240506,0.3047683673695162,92.17
9,0.327018760911195,0.3017217526511166,92.48
10,0.3249085317208792,0.303541335831469,92.22
11,0.32386533502661724,0.3012429358702223,92.53
12,0.3224293326144819,0.2984552211804483,92.53
13,0.32043276837204654,0.2991138761755206,92.31
14,0.31815946731568734,0.29642837352788187,92.68
15,0.3166984405128827,0.29155781355031607,92.76
16,0.31494334043191496,0.2919224854078684,92.74
17,0.31356195562819966,0.2899132814360131,92.93
18,0.31183903352633824,0.2915305136207926,92.72
19,0.3103552562357273,0.28739749600899106,93.01
20,0.3095477439082169,0.2868267208572014,92.88
21,0.3080093594031325,0.2859808709691428,93.08
22,0.307148678274203,0.28477405193242294,93.01
23,0.30669486635748955,0.28425940439150793,93.18
24,0.3055572491127265,0.28207093975536146,93.1
25,0.305271356523968,0.28391982430739493,93.13
26,0.304837137111792,0.2834968790514178,93.16
27,0.30432336936136567,0.28303997636439926,92.94
28,0.3040286318186831,0.2824343282215769,93.09
29,0.30311346876164735,0.28103813277021306,93.02
30,0.30330792497228665,0.2808964406501239,93.15
31,0.30278402433063095,0.27902456384752006,93.17
32,0.30181296269757585,0.2806570804820909,93.17
33,0.30185417512844614,0.27832850175648627,93.15
34,0.30160054755407295,0.2790321820815257,93.18
35,0.30154183013677166,0.27894741970306663,93.17
36,0.3008427054195269,0.27791662934333533,93.25
37,0.30070806914273285,0.2788719946188345,93.26
38,0.3000080304827267,0.27818874771548513,93.3
39,0.30028037695710336,0.2775539127825952,93.27
40,0.29981508233306436,0.2763417831047094,93.35
41,0.29875240727509406,0.28107408702834735,93.3
42,0.29900974551707193,0.2748982327354134,93.41
43,0.2984531476576194,0.2752490090861493,93.4
44,0.2985180279173831,0.28107096503544926,93.11
45,0.29815743210373696,0.27447272287665425,93.25
46,0.2977150354718092,0.2736781563674623,93.39
47,0.2973928316808273,0.276308955431673,93.25
48,0.29731833066276186,0.27702244842052726,93.09
49,0.29728010779106834,0.27440375541033124,93.21
50,0.29706608115516725,0.27765918363969005,93.3
51,0.29723010734278704,0.2751904276179855,93.35
52,0.29741905544348674,0.2747454201660588,93.58
53,0.29699019188103776,0.2746720569751013,93.15
54,0.29666020039295893,0.2721175853517196,93.52
55,0.29674432690858155,0.27312754201006534,93.38
56,0.2966016054492058,0.2751748715358287,93.32
57,0.2968511667213656,0.27440060533116883,93.52
58,0.2960338645938712,0.2743270059367586,93.28
59,0.2965633613194793,0.2748316180495236,93.39
60,0.2966691601145506,0.2743486681505725,93.33
61,0.2959631268132579,0.2764611787817845,93.38
62,0.29635565007240794,0.2755527400865813,93.31
63,0.2960290201110312,0.2726750442058057,93.41
64,0.29600104155942375,0.27442175390913476,93.38
65,0.2958961043701034,0.2768599415772376,93.23
66,0.29657513256931706,0.2756944734090709,93.47
67,0.2952349301773689,0.2745901837030732,93.3
68,0.2951786568020948,0.2744333245858562,93.38
69,0.2958462383362832,0.2753260577790799,93.22
70,0.2955584806284419,0.27379092172440794,93.33
71,0.29504233129354746,0.27534612180070167,93.22
72,0.2950304309419261,0.2733802868631218,93.36
73,0.2950280307805552,0.273354460712972,93.31
74,0.2950819783403432,0.2732356030465985,93.48
75,0.29483627927551065,0.27193842847312255,93.35
76,0.29495505968270774,0.27471552658902154,93.18
77,0.2946117759211393,0.2705311708255095,93.53
78,0.2941177653862398,0.2745439713760678,93.46
79,0.29452188955965475,0.2745765535624409,93.33
