,train_loss,validate_loss,validate_accuracy
0,0.9175610695382584,2.5021288910414534,10.8
1,0.4399253074118991,0.45315351897563017,88.93
2,0.38908262570323604,0.37049968366412184,90.26
3,0.368780757840869,0.34583163309398063,90.95
4,0.35748680520527637,0.3340005698095916,91.23
5,0.35037722838141416,0.3266641477655852,91.73
6,0.3447696866856753,0.3212935886140212,91.86
7,0.33930034878882337,0.3167449344142188,91.88
8,0.335919349457132,0.3136821847552539,92.16
9,0.3314233061798432,0.31018710748004524,92.11
10,0.3284856982734449,0.30927337765066143,92.29
11,0.3257833264983665,0.3059216197804575,92.34
12,0.3227869766901489,0.3028946234792884,92.37
13,0.32037340135591846,0.2991884070810148,92.59
14,0.31834902376460866,0.29800504277503603,92.49
15,0.3160772470508297,0.2958035764789083,92.62
16,0.3144350388787224,0.2936241329695834,92.7
17,0.3130319115132187,0.29230268672135096,92.68
18,0.31121245209518444,0.29109476545754026,92.75
19,0.3098165914623042,0.2892878694568523,92.95
20,0.30858181894891373,0.2879576488769313,92.93
21,0.30712149921050147,0.2877670167210681,92.92
22,0.30597233394445195,0.2862871350024436,93.04
23,0.3049937710079609,0.28596525140148044,93.0
24,0.3039533470277526,0.28535920052349384,93.02
25,0.30301240029287246,0.2821141442518639,93.08
26,0.30200721532031866,0.28234913768304426,93.05
27,0.3009419595507929,0.2826308239118755,93.16
28,0.2999902146123763,0.27981739899004104,93.15
29,0.2993263920129504,0.2801310422222636,93.17
30,0.29861460508786064,0.27914966856079754,93.36
31,0.29783092950855367,0.2779015543390004,93.36
32,0.2969718723385758,0.2769842325645082,93.25
33,0.2960996293380076,0.2758403773963087,93.34
34,0.2953122668125289,0.27951730337066405,93.22
35,0.29495145384432114,0.27539493851203345,93.26
36,0.29393124543345195,0.2742259370343299,93.37
37,0.29307045556749706,0.27307226775891164,93.4
38,0.29264796067571264,0.273416092412721,93.36
39,0.29214567812194325,0.27316158078516317,93.34
40,0.2915526671787207,0.2731795259286773,93.49
41,0.29106432935631243,0.2731623271602051,93.5
42,0.2906022467218087,0.2722484365560474,93.4
43,0.29003858014661915,0.27067480833415836,93.38
44,0.28937749570079485,0.27062328503180877,93.56
45,0.2892337950855706,0.2697152980181565,93.44
46,0.28868546460456923,0.26920572074328664,93.55
47,0.2882379816827169,0.2689025441513999,93.53
48,0.287835711813575,0.26880067624295984,93.49
49,0.28745787337962597,0.2685191931788699,93.48
50,0.2872704792732158,0.2688373522181565,93.61
51,0.28696677605876847,0.2679407316834407,93.55
52,0.28654181303636056,0.266967896725047,93.46
53,0.2863060110064249,0.26760458883966765,93.64
54,0.2858329726350432,0.26793479029202216,93.39
55,0.28571075270542656,0.26657768156328127,93.65
56,0.28571342544228284,0.2671122865908639,93.59
57,0.2847750926702517,0.26538468197670007,93.52
58,0.2852300015353315,0.2666229873135818,93.49
59,0.28470937453424766,0.2649228850827178,93.76
60,0.284386609295603,0.2656816433445216,93.7
61,0.28425077562476087,0.26548535034237386,93.63
62,0.28407267397363595,0.2653562948708212,93.63
63,0.2838435611249318,0.2651714915380685,93.55
64,0.2835812730640928,0.26489828853094766,93.62
65,0.2833826542771226,0.2643601951614184,93.7
66,0.2831316201219838,0.2644584453092446,93.66
67,0.2830770215653852,0.26432406709424683,93.73
68,0.2830283961928657,0.2649997462691739,93.66
69,0.28306663310758273,0.26464100872470214,93.54
70,0.2828862390360298,0.26485533782586496,93.47
71,0.2826233403908713,0.26305194260939163,93.71
72,0.2823293270743277,0.2654857970742929,93.5
73,0.28260981596344953,0.2625510753833633,93.69
74,0.2822138145163312,0.26240125871825487,93.72
75,0.28220926247527695,0.2625511884202032,93.8
76,0.2823112889733825,0.2634586650387714,93.69
77,0.28168317996646103,0.2635121569031113,93.63
78,0.28191909111979707,0.2632663942707145,93.65
79,0.2816376467909289,0.2618650457671697,93.68
